RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4997,15718696,Anderson,551,France,Male,39,10,144586.68,1,1,1,125163.31,0
4998,15730830,Garcia,839,France,Female,45,3,149225.81,1,1,1,176055.64,0
4999,15604994,Thomas,848,France,Male,21,2,150067.51,2,1,1,135547.11,0
5000,15604234,Bartlett,599,France,Female,30,9,0.0,2,1,0,70441.71,0
5001,15669300,Wilson,541,France,Male,55,10,55953.31,1,1,1,106601.5,0
5002,15643949,Mitchell,598,France,Male,45,1,47610.39,2,1,1,52862.19,0
5003,15637405,Taylor,603,France,Female,24,0,0.0,2,1,1,21512.14,0
5004,15634872,Williams,757,Germany,Female,34,9,0.0,1,1,0,18109.03,0
5005,15642215,Williams,600,Germany,Female,20,4,56117.07,2,1,0,137639.58,0
5006,15623185,Lewis,537,Spain,Female,50,5,514.0,2,1,1,84364.03,0
5007,15774514,Obinna,659,France,Female,38,7,166988.81,2,1,1,125596.79,1
5008,15782831,Onio,505,France,Female,40,5,0.0,3,0,1,134928.72,1
5009,15641153,Martin,753,Spain,Male,50,1,171538.77,2,0,0,191470.64,1
5010,15677535,Williams,708,France,Female,36,7,134117.06,2,1,1,71414.11,0
5011,15733653,Taylor,591,Spain,Male,41,4,0.0,2,1,0,39725.96,0
5012,15651717,Boni,602,France,Male,49,2,0.0,2,0,1,25856.69,0
5013,15602763,Anderson,674,France,Male,30,5,121748.8,1,0,0,3761.88,0
5014,15692910,Davis,543,France,Female,26,5,204321.02,1,1,1,30514.42,0
5015,15655480,Garcia,573,Spain,Female,56,2,0.0,1,1,0,138328.19,1
5016,15769831,Lewis,628,France,Male,31,6,103856.41,2,1,0,85843.2,0
5017,15718094,Anderson,522,France,Female,18,6,55516.9,2,1,1,174970.62,0
5018,15756379,Obinna,605,Germany,Female,31,6,0.0,2,0,0,2617.91,0
5019,15611064,Bartlett,545,Germany,Female,32,7,79824.96,1,0,1,186187.79,1
5020,15676848,Hargrave,788,Spain,Female,59,10,60417.28,1,0,1,10330.58,0
5021,15637548,Thomas,610,France,Male,44,6,0.0,2,1,1,196240.32,0
5022,15768017,Martin,558,Germany,Male,36,3,0.0,1,1,1,20823.52,0
5023,15779009,Robinson,715,France,Male,32,4,0.0,2,0,1,41411.05,0
5024,15606476,Jackson,589,France,Female,45,3,37774.15,1,0,1,144710.89,0
5025,15782828,Hill,543,Germany,Female,49,1,115013.0,1,1,0,77537.47,1
5026,15690101,Williams,736,France,Female,43,6,2094.04,1,1,1,186875.31,0
5027,15602382,Harris,618,Germany,Male,48,2,124092.03,1,1,0,22522.66,1
5028,15780755,Hill,731,Spain,Female,54,0,88260.93,2,0,0,146830.25,0
5029,15776348,Obinna,648,France,Female,39,0,0.0,2,0,1,108561.02,0
5030,15764474,Hargrave,662,Spain,Female,33,8,153329.58,1,0,0,171625.34,0
5031,15758018,White,704,Spain,Female,34,10,0.0,2,0,1,22485.35,0
5032,15679698,Robinson,588,Germany,Male,51,2,16716.51,2,0,1,180684.85,1
5033,15753407,Obinna,571,Spain,Male,46,6,0.0,2,1,1,7170.04,0
5034,15645095,He,766,France,Male,40,8,27073.37,2,1,0,176445.15,0
5035,15729974,White,706,Spain,Male,33,6,64460.35,2,0,0,191042.54,0
5036,15627197,Jones,643,France,Male,30,10,40543.71,2,1,1,19417.96,0
5037,15727619,Hargrave,727,Spain,Male,39,7,95545.81,2,0,1,72639.31,0
5038,15622010,White,702,France,Male,29,5,0.0,2,1,0,172721.96,0
5039,15755195,Mitchell,741,Spain,Female,36,10,0.0,2,1,0,69100.15,1
5040,15687923,Bartlett,539,Spain,Female,50,2,0.0,2,1,1,47516.12,0
5041,15733962,Davis,643,Germany,Male,37,0,0.0,2,1,0,38367.23,0
5042,15730526,Obinna,759,Germany,Male,36,9,0.0,1,0,1,126857.19,0
5043,15709162,Obinna,812,Spain,Female,40,7,39455.37,2,1,0,34236.99,0
5044,15720927,Onio,598,France,Male,48,5,0.0,1,1,1,28216.31,1
5045,15608026,Harris,665,France,Male,57,1,130204.1,2,1,1,31105.9,0
5046,15664925,Obinna,651,France,Female,27,9,82152.2,2,1,1,133474.99,0
5047,15668842,He,529,Germany,Male,51,7,0.0,2,1,1,164950.58,0
5048,15633665,Harris,622,France,Male,47,3,9175.32,1,1,1,170666.41,1
5049,15609277,Bearce,496,France,Male,26,9,12021.65,2,1,0,152863.17,1
5050,15773311,Clark,633,France,Male,29,8,55296.96,2,0,0,67394.42,0
5051,15778736,Chu,549,France,Female,48,8,0.0,1,1,1,11546.96,1
5052,15648008,Lewis,666,France,Male,44,8,77490.03,2,0,0,134195.64,0
5053,15614683,Garcia,619,France,Female,21,3,131226.15,1,1,1,165297.32,0
5054,15731742,Clark,618,France,Male,30,5,13055.66,2,1,0,150328.57,0
5055,15748961,Bartlett,800,Germany,Female,44,3,0.0,1,1,1,170373.69,1
5056,15786684,Mitchell,656,France,Female,48,9,0.0,2,1,1,121394.75,0
5057,15775607,Davis,832,Spain,Male,42,9,11793.85,1,1,0,165205.59,0
5058,15678542,Garcia,693,Germany,Male,18,4,0.0,1,0,1,113901.73,0
5059,15654319,Lewis,729,France,Male,31,6,75419.22,2,1,0,3520.19,0
5060,15692067,Onio,565,France,Male,29,6,0.0,2,1,1,47089.92,0
5061,15752711,He,582,Germany,Male,45,9,133459.17,1,1,0,103691.45,0
5062,15795784,Harris,651,France,Female,34,5,32761.85,1,0,1,25328.24,1
5063,15747705,Bartlett,767,Spain,Female,44,9,95688.19,2,0,0,123640.06,1
5064,15765732,Williams,614,France,Male,40,3,107497.41,2,1,0,7425.02,0
5065,15668975,Taylor,511,Germany,Female,27,4,109383.52,2,1,0,84769.45,0
5066,15763244,Harris,688,Spain,Female,47,4,55997.7,2,1,0,143045.11,1
5067,15790269,Boni,656,Germany,Male,50,8,0.0,2,1,1,33102.43,1
5068,15701158,Martin,596,Spain,Female,48,10,0.0,2,1,0,115661.77,0
5069,15789919,Thompson,613,Spain,Female,41,5,101762.99,1,1,0,100721.14,0
5070,15611577,Clark,565,Spain,Female,38,3,3566.15,1,0,0,148487.65,0
5071,15677299,Anderson,739,Spain,Male,32,5,76663.2,2,1,0,166148.89,1
5072,15620176,Martin,652,France,Male,51,6,135508.94,1,1,1,86831.01,0
5073,15775458,Jones,673,France,Female,55,6,0.0,3,1,0,198205.78,1
5074,15663972,Jones,592,France,Male,32,9,152667.63,1,1,0,24850.37,0
5075,15720018,Chu,779,Spain,Female,28,2,0.0,2,1,1,183567.94,0
5076,15772075,White,671,France,Male,28,5,0.0,2,1,1,95610.79,0
5077,15619996,Robinson,442,France,Male,29,10,107819.69,2,1,0,173896.72,1
5078,15700922,Chu,694,Spain,Male,42,6,0.0,2,1,0,155287.22,0
5079,15686598,Davis,624,France,Male,25,0,0.0,2,1,1,101457.67,0
5080,15635931,Jones,634,Germany,Male,33,3,0.0,2,1,1,119532.92,0
5081,15724168,Miller,746,Spain,Female,33,6,78599.99,1,1,0,55859.18,1
5082,15766782,Martin,658,Germany,Male,40,9,0.0,1,0,1,115156.94,0
5083,15723099,Onio,816,Germany,Male,36,0,99833.56,1,1,1,96597.35,0
5084,15634693,White,660,Germany,Female,43,7,97436.32,1,1,1,50156.62,1
5085,15766812,Jones,604,Germany,Male,37,5,0.0,2,1,0,50073.87,0
5086,15708944,Boni,474,France,Male,41,5,0.0,2,1,0,48567.42,1
5087,15617374,Wilson,580,France,Male,58,2,116958.88,1,1,1,134981.42,0
5088,15681471,Brown,618,France,Male,40,5,9411.79,2,0,0,86008.32,0
5089,15645913,Brown,792,Germany,Male,41,3,149778.57,2,0,0,162811.96,1
5090,15723683,Martin,605,Germany,Female,63,8,36361.36,1,1,0,128995.07,1
5091,15797097,Boni,809,France,Male,37,3,97811.37,2,0,0,89831.01,1
5092,15644516,Thompson,538,Germany,Female,53,5,61480.38,1,1,0,131277.99,0
5093,15687796,Harris,575,France,Male,51,10,77158.82,1,1,1,166126.3,0
5094,15626069,Brown,759,France,Female,29,5,153527.44,2,1,0,178584.61,0
5095,15718333,Garcia,592,France,Female,40,10,64741.11,2,0,0,77765.59,1
5096,15787305,Martin,756,Spain,Male,45,0,99241.34,1,0,0,122117.23,0
5097,15684811,He,569,Spain,Male,48,3,0.0,1,1,1,81901.85,0
5098,15790121,Brown,579,France,Female,31,8,126870.5,2,1,0,160822.25,0
5099,15718028,Garcia,712,Germany,Female,31,10,0.0,2,1,0,1830.8,0
5100,15639178,Jones,571,France,Male,47,9,208596.49,2,0,0,63443.34,0
5101,15632821,Martin,623,Spain,Male,28,5,81593.7,2,0,1,164436.77,0
5102,15782799,Bearce,688,France,Female,35,3,0.0,1,1,1,96249.6,0
5103,15792007,Mitchell,625,Spain,Male,24,6,0.0,1,1,1,174209.95,0
5104,15616999,Martin,595,Germany,Male,30,9,40301.8,3,1,1,152269.49,1
5105,15793594,Taylor,532,Germany,Female,36,6,179249.76,2,1,1,131960.41,0
5106,15638712,Wilson,790,Germany,Male,37,4,0.0,1,1,1,22698.85,0
5107,15795623,Brown,808,France,Male,40,3,185179.78,2,1,1,2687.02,0
5108,15771244,He,681,Germany,Female,37,3,0.0,2,1,0,90322.51,0
5109,15633722,White,627,France,Female,48,6,0.0,1,1,1,17023.14,0
5110,15610625,Brown,632,France,Male,51,5,0.0,2,0,0,135326.28,0
5111,15798237,Thomas,730,Germany,Female,32,3,0.0,1,1,0,138472.4,1
5112,15606859,Boni,750,France,Female,22,2,116246.48,1,1,0,162100.31,1
5113,15772681,Taylor,597,France,Male,43,1,118540.14,1,1,0,25327.02,0
5114,15774379,Brown,754,Spain,Male,49,3,0.0,2,1,0,1399.46,0
5115,15710986,Robinson,709,Spain,Female,31,6,0.0,2,1,0,18820.45,0
5116,15621839,Jackson,752,Germany,Male,35,1,102425.74,2,1,1,83931.66,1
5117,15627216,Jackson,494,Spain,Male,48,8,112562.67,1,1,1,13107.57,1
5118,15652953,White,609,Spain,Female,50,8,143593.86,1,1,0,70456.34,1
5119,15791665,Robinson,633,Germany,Female,43,5,0.0,1,1,1,97863.12,0
5120,15649522,Smith,604,Spain,Female,39,8,128504.95,1,1,0,162826.2,0
5121,15735958,Hargrave,835,France,Female,34,0,107804.67,2,1,1,13798.56,0
5122,15711249,Martin,610,Germany,Male,41,5,0.0,2,1,1,193186.54,0
5123,15607485,Harris,695,France,Female,39,2,1433.45,1,0,0,115886.11,1
5124,15762527,Hill,664,Spain,Male,45,5,47281.0,1,1,0,182705.45,1
5125,15747839,Mitchell,621,Spain,Male,43,4,54481.12,1,0,1,157324.4,0
5126,15712701,Jones,581,France,Male,25,4,0.0,1,1,0,1131.04,0
5127,15759525,He,849,Germany,Male,37,0,85981.28,1,1,0,179041.21,0
5128,15702638,Garcia,628,Spain,Male,52,4,149096.03,1,1,0,168326.68,0
5129,15784514,Garcia,734,Spain,Male,18,10,0.0,1,1,0,197522.21,0
5130,15782949,Williams,649,France,Female,25,5,11780.87,2,0,1,25636.19,0
5131,15612226,Martin,605,Spain,Male,28,0,0.0,2,1,0,157492.06,0
5132,15693405,Thomas,660,France,Male,45,9,54467.62,1,0,1,7175.58,0
5133,15622588,Brown,679,Germany,Male,34,6,51301.36,1,1,1,161144.38,0
5134,15762781,Smith,604,France,Female,40,0,43381.76,2,0,0,77689.42,1
5135,15778860,Brown,575,France,Female,43,6,92542.92,1,1,0,188300.07,1
5136,15637019,Smith,696,France,Male,43,10,81115.44,1,1,1,48618.32,0
5137,15776020,Hargrave,661,France,Female,32,8,38129.08,1,1,0,116659.39,1
5138,15665133,Bartlett,586,Germany,Male,35,6,0.0,1,0,1,54477.77,0
5139,15714444,Bartlett,558,France,Female,37,9,0.0,1,1,1,180772.68,1
5140,15797530,Davis,683,Spain,Female,55,4,53867.32,1,0,0,139951.14,0
5141,15717603,Boni,463,Spain,Male,36,2,85196.17,2,0,0,69269.34,0
5142,15758598,Jones,624,Spain,Male,45,6,65220.6,1,1,1,96450.62,1
5143,15728585,Bearce,663,France,Female,46,5,46452.46,1,1,0,198193.38,0
5144,15783270,Chu,818,Germany,Male,49,7,139046.3,1,1,0,79718.78,0
5145,15643395,Johnson,651,France,Male,47,7,141651.66,1,0,1,8398.54,0
5146,15755103,Thomas,620,France,Female,39,9,41634.65,1,1,0,193675.33,0
5147,15725814,Hill,677,Spain,Male,43,10,0.0,3,1,0,194192.51,0
5148,15768773,Thompson,580,France,Female,63,5,53176.12,2,1,1,126916.27,0
5149,15712599,Miller,628,Spain,Male,31,6,0.0,2,0,1,103290.28,1
5150,15625939,Anderson,652,France,Male,33,2,40533.89,1,1,0,174258.63,0
5151,15780217,Brown,711,France,Female,27,3,9776.05,2,1,0,199624.24,0
5152,15751396,Jones,584,France,Female,40,6,0.0,2,1,0,198406.27,0
5153,15753939,Garcia,649,Spain,Female,34,5,0.0,1,1,1,148253.79,0
5154,15600203,Anderson,476,France,Male,28,2,55714.6,2,0,0,51267.69,0
5155,15747616,Smith,700,France,Female,39,9,0.0,2,1,1,122259.92,1
5156,15746971,Mitchell,627,Germany,Male,25,6,0.0,1,1,0,14526.51,1
5157,15629063,Taylor,832,Spain,Male,51,2,97799.15,2,1,1,146606.62,0
5158,15690880,Lewis,684,Germany,Female,49,9,0.0,2,1,1,26683.11,1
5159,15603748,Boni,565,France,Male,56,7,0.0,1,0,1,66227.75,0
5160,15717269,Hargrave,543,France,Female,65,6,0.0,2,1,0,183303.54,1
5161,15797701,Anderson,714,Spain,Female,22,3,54630.19,1,1,0,120995.96,0
5162,15680764,Boni,824,Germany,Male,37,0,77816.04,1,1,1,128088.53,0
5163,15751956,Thompson,794,Spain,Male,51,5,0.0,1,1,0,30512.11,0
5164,15756255,Davis,532,Germany,Male,51,4,0.0,1,1,0,148295.34,1
5165,15708036,Bartlett,669,France,Female,47,8,0.0,3,1,0,157050.08,1
5166,15750331,Jackson,759,France,Female,28,9,0.0,2,0,1,191829.67,1
5167,15767031,Bartlett,519,Germany,Male,41,5,15901.84,2,1,1,124391.22,1
5168,15716525,Lewis,750,France,Male,49,0,0.0,1,1,1,178973.56,0
5169,15764529,Robinson,581,Spain,Male,35,2,69029.48,1,1,1,153855.79,0
5170,15685679,Bartlett,629,France,Female,31,1,0.0,2,1,1,78030.7,0
5171,15725829,Hill,676,Germany,Male,36,2,28979.79,2,1,1,34407.42,0
5172,15728216,Martin,753,France,Male,33,0,31406.54,1,0,1,190319.8,0
5173,15733175,Johnson,798,France,Female,41,10,0.0,1,0,1,191333.45,0
5174,15665901,Jones,618,Germany,Male,24,1,87965.93,1,0,0,50427.61,0
5175,15775607,Robinson,603,Germany,Female,55,7,0.0,2,0,0,195451.46,1
5176,15747175,Williams,597,France,Male,33,2,0.0,1,1,0,113818.77,0
5177,15698046,Bartlett,725,France,Female,28,8,97956.8,1,1,1,57752.76,1
5178,15690012,Hill,746,Germany,Male,34,10,0.0,2,0,1,173042.75,0
5179,15678278,Thompson,736,Spain,Female,41,10,0.0,1,1,0,136722.72,0
5180,15612391,Martin,676,France,Female,23,3,132757.34,2,1,1,94208.83,0
5181,15702476,Garcia,685,Germany,Female,33,1,0.0,2,0,1,96887.8,1
5182,15759973,Clark,627,France,Female,38,6,56817.29,2,1,0,189448.14,0
5183,15720721,Miller,636,Germany,Female,32,8,0.0,2,1,0,76377.66,0
5184,15697537,Robinson,732,Germany,Male,29,4,100425.92,1,0,1,74397.1,0
5185,15681159,White,675,France,Male,48,0,26793.58,1,1,0,75018.78,1
5186,15798986,Garcia,604,Germany,Female,48,8,125225.25,2,1,1,188291.15,1
5187,15731040,Davis,756,France,Female,48,8,0.0,2,0,1,124060.86,0
5188,15781429,Harris,591,France,Male,44,6,142204.7,1,1,1,192816.47,0
5189,15769509,Harris,664,Germany,Male,27,0,66472.58,2,0,1,146762.56,0
5190,15635503,Harris,529,France,Male,38,3,87243.92,3,1,0,164817.53,1
5191,15675403,Martin,558,Spain,Male,52,0,140684.04,2,1,1,105045.87,0
5192,15772330,Smith,651,France,Female,26,2,0.0,1,1,0,140019.32,0
5193,15764796,Anderson,582,Spain,Female,29,6,213828.72,2,1,0,57999.76,0
5194,15664286,Bartlett,627,France,Male,41,0,0.0,1,1,0,15581.1,1
5195,15674842,He,767,France,Male,46,7,89802.12,1,0,0,33042.12,0
5196,15704927,Mitchell,637,Germany,Male,45,9,177627.44,1,0,0,194515.5,0
5197,15614908,Jones,737,France,Male,42,3,107661.14,2,0,1,13648.2,0
5198,15781698,Jones,574,Spain,Male,28,3,132467.22,1,0,0,86580.83,0
5199,15637228,He,703,Germany,Female,43,0,53434.42,2,1,1,195188.5,0
5200,15623386,Obinna,552,France,Male,32,4,0.0,1,1,1,79979.45,0
5201,15777826,Hargrave,625,Spain,Male,42,7,0.0,1,1,1,171808.07,0
5202,15628302,Garcia,707,France,Male,37,7,73702.95,1,1,1,32348.1,0
5203,15660815,Johnson,651,France,Female,35,6,29275.08,2,1,1,101959.33,0
5204,15663344,Garcia,741,France,Female,62,6,0.0,1,1,1,76224.69,1
5205,15766690,White,714,Spain,Male,27,7,0.0,1,1,1,148401.83,0
5206,15711603,Anderson,620,Germany,Male,31,7,81319.71,1,1,0,5336.49,1
5207,15661114,Brown,775,Germany,Female,49,0,0.0,2,1,1,153733.74,0
5208,15625525,Boni,692,Germany,Male,56,1,0.0,2,0,0,56217.96,1
5209,15679818,He,626,Germany,Female,45,9,83595.1,2,0,1,158081.37,0
5210,15714589,Bartlett,664,Spain,Male,36,7,0.0,2,1,0,71967.31,0
5211,15745406,Mitchell,658,France,Female,31,0,0.0,2,1,1,9149.67,0
5212,15694715,Wilson,669,France,Male,47,8,17164.94,1,1,0,2447.37,1
5213,15793839,Boni,636,France,Female,38,8,10857.58,1,0,1,179248.16,1
5214,15606644,Williams,686,Spain,Female,33,9,169478.99,1,0,0,187072.83,1
5215,15701154,Chu,726,Germany,Male,49,1,119903.55,2,1,1,67130.01,0
5216,15764005,Martin,691,Germany,Male,37,5,39864.4,1,1,0,84138.91,0
5217,15643469,Anderson,687,France,Male,25,3,0.0,1,1,0,186408.32,1
5218,15764759,Bartlett,640,France,Female,40,9,10066.56,2,1,0,95450.12,0
5219,15706609,Brown,564,Spain,Male,35,6,66928.3,2,0,0,135721.44,0
5220,15783728,Smith,540,France,Male,29,1,154164.11,2,1,0,101071.48,0
5221,15748447,Mitchell,581,Germany,Male,42,9,0.0,2,1,0,173298.42,1
5222,15665206,Hargrave,609,France,Female,43,0,0.0,1,1,0,190110.58,1
5223,15696462,Hill,812,Germany,Male,18,8,0.0,1,1,1,145742.93,0
5224,15767679,Martin,771,Germany,Female,49,8,0.0,1,0,0,48491.91,0
5225,15683178,Clark,592,Spain,Female,49,8,94351.47,2,0,0,29420.74,1
5226,15755065,Martin,693,France,Female,37,4,0.0,1,1,1,6113.15,0
5227,15775458,Anderson,643,Germany,Male,31,2,35451.3,2,0,1,136180.44,0
5228,15777359,Chu,672,France,Male,44,5,22298.18,2,0,1,155728.26,0
5229,15686724,Davis,596,Spain,Male,39,9,0.0,1,1,0,129156.5,0
5230,15696393,Onio,850,Germany,Male,33,0,0.0,1,1,0,21615.29,1
5231,15727314,Smith,830,France,Male,33,9,106314.78,1,1,1,24761.28,0
5232,15676312,Chu,621,Germany,Male,40,7,73164.46,1,0,1,123073.18,0
5233,15675324,Obinna,592,Germany,Male,52,9,0.0,2,0,1,131161.6,1
5234,15671196,Hargrave,739,Spain,Male,25,3,59536.31,2,1,1,48601.51,0
5235,15670014,Chu,532,France,Female,42,1,135434.89,1,0,0,80220.78,0
5236,15739282,Wilson,732,France,Male,30,10,0.0,1,1,1,186669.06,0
5237,15741994,Obinna,662,Spain,Female,42,3,8946.79,1,1,0,13652.82,1
5238,15767361,Bartlett,510,Spain,Male,44,0,71584.36,1,0,0,44480.33,1
5239,15633340,Thomas,635,France,Male,26,9,92117.05,2,1,1,164691.09,0
5240,15639850,Hill,586,France,Male,44,9,150817.48,1,0,0,137197.62,0
5241,15788056,Davis,665,France,Female,41,7,24227.94,2,1,0,106872.49,1
5242,15713711,Chu,655,France,Male,52,5,73338.35,1,1,0,118252.53,1
5243,15611094,Thompson,519,France,Male,39,0,83871.46,2,1,0,30529.47,0
5244,15687959,Taylor,617,France,Male,41,0,33996.71,1,0,1,129999.67,0
5245,15764490,Bartlett,705,Spain,Male,43,1,111825.45,1,1,1,78984.43,1
5246,15605741,Miller,722,France,Female,53,6,12260.06,2,1,0,199282.51,0
5247,15711585,Clark,614,Germany,Male,20,1,68209.88,2,0,0,5394.76,1
5248,15722564,Mitchell,694,Germany,Female,23,2,0.0,2,1,0,189917.52,0
5249,15668798,Garcia,675,Germany,Female,37,10,0.0,2,1,1,46883.82,1
5250,15716026,Hargrave,644,Germany,Male,42,8,90333.35,2,0,1,66984.87,0
5251,15710130,Boni,694,Germany,Female,22,0,1413.42,1,1,0,12088.28,1
5252,15622164,Boni,560,Spain,Male,38,8,0.0,2,1,0,127113.75,0
5253,15766667,Obinna,650,Spain,Male,31,5,73182.05,1,1,1,114511.21,0
5254,15630257,Obinna,494,France,Male,26,8,0.0,3,1,0,158630.3,1
5255,15745283,Clark,644,France,Female,37,9,3148.72,2,0,0,97605.8,1
5256,15695989,Robinson,788,Spain,Female,46,10,0.0,1,1,0,134569.12,1
5257,15736304,Harris,619,Germany,Female,57,7,6600.78,1,1,1,190429.79,0
5258,15798825,Johnson,778,Spain,Female,60,6,0.0,2,1,0,82420.81,1
5259,15652691,White,620,France,Female,51,9,0.0,2,1,0,94761.99,0
5260,15679768,Hargrave,544,France,Male,42,6,127464.11,2,1,1,100930.22,0
5261,15756685,Taylor,714,France,Male,37,5,155192.86,2,1,1,107635.84,0
5262,15614026,Obinna,695,France,Male,40,10,143248.67,1,1,1,50122.83,0
5263,15784607,Martin,850,Germany,Female,40,7,0.0,1,1,0,46123.78,1
5264,15630908,Miller,555,Spain,Male,50,8,0.0,2,1,1,77578.95,1
5265,15783185,Davis,684,Germany,Female,54,7,0.0,2,1,0,172479.48,0
5266,15619610,Taylor,688,France,Female,27,8,203263.88,1,0,1,163985.16,0
5267,15777718,Harris,752,Germany,Female,36,4,0.0,1,1,1,8483.73,0
5268,15663185,Davis,701,Germany,Female,48,2,121261.29,1,1,1,161417.7,1
5269,15672567,Jackson,622,Germany,Female,37,3,0.0,1,0,1,58944.66,0
5270,15778646,Thomas,546,Germany,Female,34,3,0.0,2,0,0,9839.7,0
5271,15636182,Davis,683,Germany,Male,50,8,42723.31,2,0,0,78801.91,0
5272,15716136,Harris,686,France,Male,33,8,98454.82,1,1,0,19387.09,0
5273,15731642,Chu,711,Germany,Male,45,0,202049.35,1,1,0,48112.7,1
5274,15619288,Thomas,621,Germany,Male,35,4,24224.69,2,1,0,149670.07,1
5275,15678824,Anderson,676,France,Male,61,1,0.0,1,1,0,10556.18,0
5276,15760949,Clark,500,France,Male,51,4,34128.66,1,0,1,88588.69,0
5277,15684425,White,550,France,Female,35,10,0.0,1,1,1,40034.75,0
5278,15600917,Bartlett,740,France,Male,41,4,109898.43,4,1,1,85858.64,1
5279,15675602,Robinson,667,Spain,Female,44,2,0.0,1,1,1,175615.44,0
5280,15664575,Jackson,696,France,Female,34,3,62518.62,2,1,1,162271.15,0
5281,15672518,Brown,591,France,Female,35,6,111648.87,2,1,1,82206.67,1
5282,15639104,Thompson,579,France,Male,47,9,94665.65,1,0,1,31149.34,0
5283,15749134,Clark,608,France,Male,38,3,93234.37,1,1,0,191930.23,1
5284,15616999,Bartlett,673,Germany,Female,24,2,0.0,2,1,1,97733.62,0
5285,15792917,Wilson,716,Germany,Female,44,9,61615.05,1,0,1,29442.07,0
5286,15741013,Onio,625,France,Female,48,3,100099.49,2,0,1,49530.37,0
5287,15661169,Miller,489,Spain,Female,35,10,0.0,1,0,0,165772.98,0
5288,15754542,Smith,688,France,Male,31,1,169150.09,1,0,1,42771.85,0
5289,15729744,Miller,675,Germany,Male,52,0,0.0,1,0,1,18827.43,0
5290,15710684,Chu,696,Spain,Male,40,4,0.0,1,1,1,61262.65,0
5291,15659821,Miller,733,Germany,Female,38,8,77528.06,1,1,0,148687.41,0
5292,15775507,Lewis,725,Spain,Male,38,8,0.0,1,1,1,78789.97,0
5293,15735601,Miller,781,Spain,Male,53,0,106045.18,1,1,1,37837.75,0
5294,15612192,Davis,652,Spain,Male,41,0,0.0,2,1,1,179791.15,0
5295,15674102,Martin,608,France,Female,43,7,0.0,1,1,0,105426.7,0
5296,15714894,Williams,750,Germany,Female,37,6,17434.41,1,1,0,191394.35,0
5297,15686795,Jackson,738,Spain,Male,39,6,147885.99,1,0,1,189082.49,0
5298,15765159,Taylor,627,Spain,Male,35,8,0.0,1,1,1,121698.72,0
5299,15666677,Robinson,757,Spain,Male,43,4,106635.6,1,1,0,90788.22,0
5300,15735699,Miller,657,Spain,Female,27,7,136426.42,1,1,0,82960.97,0
5301,15787613,Hargrave,773,Germany,Male,41,6,86362.83,1,1,0,86180.04,0
5302,15799298,Hargrave,817,France,Male,35,1,15764.43,2,1,1,6297.29,0
5303,15734327,Bearce,850,France,Female,33,1,0.0,1,0,1,136522.24,0
5304,15788505,Jones,656,France,Female,43,3,142785.77,1,1,0,62593.41,0
5305,15736285,Onio,787,France,Male,39,0,71687.48,2,0,0,66546.02,0
5306,15702412,Mitchell,732,France,Male,29,9,0.0,1,1,1,156932.41,0
5307,15619404,Bartlett,741,France,Male,30,4,0.0,2,1,1,196022.27,1
5308,15716545,Boni,691,France,Male,41,4,86263.51,2,0,1,22436.82,0
5309,15756452,Hill,742,Spain,Female,31,0,84129.95,2,0,0,42756.98,0
5310,15750245,Miller,516,France,Male,22,4,134972.19,2,1,0,17552.98,0
5311,15784099,Mitchell,647,France,Female,47,3,41079.96,1,1,1,158075.0,0
5312,15623989,Bearce,586,Germany,Female,26,9,0.0,1,1,0,144714.05,0
5313,15708106,Bartlett,578,Spain,Male,35,10,75252.92,1,1,0,127730.02,0
5314,15624519,Hill,510,France,Female,29,4,68825.04,1,1,1,38370.51,1
5315,15622439,Thompson,598,France,Male,29,3,76696.73,1,0,1,108722.57,0
5316,15718570,Brown,633,France,Male,42,8,198567.41,1,1,0,119876.73,1
5317,15614995,Boni,667,France,Female,32,8,33273.12,2,1,0,190006.57,0
5318,15623559,Onio,648,France,Female,36,2,0.0,2,1,0,135068.04,1
5319,15689049,Martin,752,Germany,Female,20,2,53537.28,1,1,0,173332.83,1
5320,15736093,Clark,563,Spain,Female,56,2,118238.57,1,1,0,167563.3,1
5321,15698000,Taylor,461,Germany,Male,42,6,0.0,2,1,0,150832.17,1
5322,15752191,Williams,701,France,Female,52,0,104583.83,1,1,1,73438.04,0
5323,15782611,Bartlett,645,France,Male,51,3,113831.85,1,1,1,175628.5,0
5324,15639350,Williams,643,France,Female,50,8,34456.2,1,0,0,151553.33,0
5325,15777295,Obinna,580,France,Female,36,7,0.0,2,1,0,145727.88,0
5326,15625517,Thompson,738,Germany,Female,39,2,132726.94,2,1,1,27631.88,1
5327,15753322,Taylor,609,Spain,Male,29,7,0.0,1,1,0,185431.45,0
5328,15689132,Thompson,564,France,Female,39,5,33904.02,2,0,0,436.01,0
5329,15797870,Hill,812,Spain,Female,26,9,11768.57,1,1,0,61931.53,1
5330,15785271,Bearce,717,Spain,Female,53,10,131260.82,1,0,0,135454.95,0
5331,15659546,Bearce,646,France,Female,47,2,179062.51,1,1,1,29931.1,0
5332,15705686,Thompson,413,France,Male,45,8,80873.08,1,1,1,154555.65,1
5333,15688151,Hargrave,627,France,Male,33,9,48167.54,3,1,0,28757.39,1
5334,15603327,Brown,647,Germany,Female,50,6,0.0,1,1,0,314.59,0
